"","SYMBOL","ENTREZID","GENENAME"
"11878","SUPT5H","6829","SPT5 homolog, DSIF elongation factor subunit"
"11879","CEBPB","1051","CCAAT enhancer binding protein beta"
"11880","MNS1","55329","meiosis specific nuclear structural 1"
"11881","DCAKD","79877","dephospho-CoA kinase domain containing"
"11882","RBM27","54439","RNA binding motif protein 27"
"11883","MEAF6","64769","MYST/Esa1 associated factor 6"
"11884","LINC00853","100874253","long intergenic non-protein coding RNA 853"
"11885","DERA","51071","deoxyribose-phosphate aldolase"
"11886","NSMCE4A","54780","NSE4 homolog A, SMC5-SMC6 complex component"
"11887","RAD50","10111","RAD50 double strand break repair protein"
"11888","HEATR6","63897","HEAT repeat containing 6"
"11889","ZNF708","7562","zinc finger protein 708"
"11890","ZNF763","284390","zinc finger protein 763"
"11891","SNRNP48","154007","small nuclear ribonucleoprotein U11/U12 subunit 48"
"11892","CHD4","1108","chromodomain helicase DNA binding protein 4"
"11893","C1orf198","84886","chromosome 1 open reading frame 198"
"11894","TDG","6996","thymine DNA glycosylase"
"11895","SQSTM1","8878","sequestosome 1"
"11896","GOLGA2P7","388152","GOLGA2 pseudogene 7"
"11897","BCS1L","617","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"11898","SPRTN","83932","SprT-like N-terminal domain"
"11899","ZNF57","126295","zinc finger protein 57"
"11900","NUDT3","11165","nudix hydrolase 3"
"11901","DUS1L","64118","dihydrouridine synthase 1 like"
"11902","RNF152","220441","ring finger protein 152"
"11903","SLC32A1","140679","solute carrier family 32 member 1"
"11904","ZNF416","55659","zinc finger protein 416"
"11905","ATP8A1","10396","ATPase phospholipid transporting 8A1"
"11906","SUMO1","7341","small ubiquitin like modifier 1"
"11907","GBA2","57704","glucosylceramidase beta 2"
"11908","SH3PXD2A-AS1","100505839","SH3PXD2A antisense RNA 1"
"11909","EXTL3","2137","exostosin like glycosyltransferase 3"
"11910","DANCR","57291","differentiation antagonizing non-protein coding RNA"
"11911","ZNF137P","7696","zinc finger protein 137, pseudogene"
"11912","RAB20","55647","RAB20, member RAS oncogene family"
"11913","FAM83H","286077","family with sequence similarity 83 member H"
"11914","EPRS","2058","glutamyl-prolyl-tRNA synthetase"
"11915","MAL2","114569","mal, T cell differentiation protein 2 (gene/pseudogene)"
"11916","TREM2","54209","triggering receptor expressed on myeloid cells 2"
"11917","LIPE-AS1","100996307","LIPE antisense RNA 1"
"11918","ZNF808","388558","zinc finger protein 808"
"11919","KSR1","8844","kinase suppressor of ras 1"
"11920","TMEM204","79652","transmembrane protein 204"
"11921","IDNK","414328","IDNK gluconokinase"
"11922","RSAD2","91543","radical S-adenosyl methionine domain containing 2"
"11923","SYCP2","10388","synaptonemal complex protein 2"
"11924","HNRNPA0","10949","heterogeneous nuclear ribonucleoprotein A0"
"11925","STOX2","56977","storkhead box 2"
"11926","SLC7A5","8140","solute carrier family 7 member 5"
"11927","CXCL2","2920","C-X-C motif chemokine ligand 2"
"11928","SPATA18","132671","spermatogenesis associated 18"
"11929","FTH1","2495","ferritin heavy chain 1"
"11930","DVL2","1856","dishevelled segment polarity protein 2"
"11931","AP2A1","160","adaptor related protein complex 2 subunit alpha 1"
"11932","PLBD1","79887","phospholipase B domain containing 1"
"11933","MAT1A","4143","methionine adenosyltransferase 1A"
"11934","LMF2","91289","lipase maturation factor 2"
"11935","FAM78A","286336","family with sequence similarity 78 member A"
"11936","BOD1L1","259282","biorientation of chromosomes in cell division 1 like 1"
"11937","PDE3B","5140","phosphodiesterase 3B"
"11938","BEND7","222389","BEN domain containing 7"
"11939","RABGAP1","23637","RAB GTPase activating protein 1"
"11940","SETDB1","9869","SET domain bifurcated histone lysine methyltransferase 1"
"11941","KIF16B","55614","kinesin family member 16B"
"11942","C9orf106","414318","chromosome 9 open reading frame 106 (putative)"
"11943","SPAG6","9576","sperm associated antigen 6"
"11944","SNORA6","574040","small nucleolar RNA, H/ACA box 6"
"11945","TRPV6","55503","transient receptor potential cation channel subfamily V member 6"
"11946","ITPR3","3710","inositol 1,4,5-trisphosphate receptor type 3"
"11947","MTX3","345778","metaxin 3"
"11948","DRAM1","55332","DNA damage regulated autophagy modulator 1"
"11949","ATF5","22809","activating transcription factor 5"
"11950","PRAF2","11230","PRA1 domain family member 2"
"11951","EHD1","10938","EH domain containing 1"
"11952","RNF128","79589","ring finger protein 128"
"11953","DRAP1","10589","DR1 associated protein 1"
"11954","GPRIN1","114787","G protein regulated inducer of neurite outgrowth 1"
"11955","WDR75","84128","WD repeat domain 75"
"11956","GCNT4","51301","glucosaminyl (N-acetyl) transferase 4"
"11957","KRI1","65095","KRI1 homolog"
"11958","LDLRAD2","401944","low density lipoprotein receptor class A domain containing 2"
"11959","PIF1","80119","PIF1 5'-to-3' DNA helicase"
"11960","CES1","1066","carboxylesterase 1"
"11961","PHF23","79142","PHD finger protein 23"
"11962","PCP4L1","654790","Purkinje cell protein 4 like 1"
"11963","TLDC2","140711","TBC/LysM-associated domain containing 2"
"11964","S1PR3","1903","sphingosine-1-phosphate receptor 3"
"11965","SLC19A2","10560","solute carrier family 19 member 2"
"11966","VLDLR","7436","very low density lipoprotein receptor"
"11967","TMEM30B","161291","transmembrane protein 30B"
"11968","ACKR4","51554","atypical chemokine receptor 4"
"11969","LRRIQ4","344657","leucine rich repeats and IQ motif containing 4"
"11970","APCDD1","147495","APC down-regulated 1"
"11971","MUCL1","118430","mucin like 1"
"11972","EVC","2121","EvC ciliary complex subunit 1"
"11973","ZBTB8OS","339487","zinc finger and BTB domain containing 8 opposite strand"
"11974","BDNF-AS","497258","BDNF antisense RNA"
"11975","NLGN2","57555","neuroligin 2"
"11976","LHFPL1","340596","LHFPL tetraspan subfamily member 1"
"11977","STARD4-AS1","100505678","STARD4 antisense RNA 1"
"11978","EPPIN","57119","epididymal peptidase inhibitor"
"11979","CXCR4","7852","C-X-C motif chemokine receptor 4"
"11980","PFKFB4","5210","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"11981","METTL2B","55798","methyltransferase like 2B"
"11982","TBC1D2B","23102","TBC1 domain family member 2B"
"11983","PREP","5550","prolyl endopeptidase"
"11984","EVA1C","59271","eva-1 homolog C"
"11985","ADHFE1","137872","alcohol dehydrogenase iron containing 1"
"11986","ESRP1","54845","epithelial splicing regulatory protein 1"
"11987","TP63","8626","tumor protein p63"
"11988","RPS27","6232","ribosomal protein S27"
"11989","ACY3","91703","aminoacylase 3"
"11990","ITGA9","3680","integrin subunit alpha 9"
"11991","AP2A2","161","adaptor related protein complex 2 subunit alpha 2"
"11992","ZMYND11","10771","zinc finger MYND-type containing 11"
"11993","MRPS5","64969","mitochondrial ribosomal protein S5"
"11994","CTDSPL","10217","CTD small phosphatase like"
"11995","SDHD","6392","succinate dehydrogenase complex subunit D"
"11996","GK","2710","glycerol kinase"
"11997","F2R","2149","coagulation factor II thrombin receptor"
"11998","DNAH6","1768","dynein axonemal heavy chain 6"
"11999","DUS2","54920","dihydrouridine synthase 2"
"12000","AGAP1","116987","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"12001","ZFP41","286128","ZFP41 zinc finger protein"
"12002","SRM","6723","spermidine synthase"
"12003","MZT2A","653784","mitotic spindle organizing protein 2A"
"12004","RPL22","6146","ribosomal protein L22"
"12005","PLEKHF1","79156","pleckstrin homology and FYVE domain containing 1"
"12006","ZNF280D","54816","zinc finger protein 280D"
"12007","JPH1","56704","junctophilin 1"
"12008","TRRAP","8295","transformation/transcription domain associated protein"
"12009","ZSWIM1","90204","zinc finger SWIM-type containing 1"
"12010","STAT2","6773","signal transducer and activator of transcription 2"
"12011","LINC01139","339535","long intergenic non-protein coding RNA 1139"
"12012","PEX11A","8800","peroxisomal biogenesis factor 11 alpha"
"12013","FBLN2","2199","fibulin 2"
"12014","NPC1","4864","NPC intracellular cholesterol transporter 1"
"12015","HIST1H2BJ","8970","histone cluster 1 H2B family member j"
"12016","GZF1","64412","GDNF inducible zinc finger protein 1"
"12017","DAP3","7818","death associated protein 3"
"12018","GRIN2D","2906","glutamate ionotropic receptor NMDA type subunit 2D"
"12019","PTOV1","53635","PTOV1 extended AT-hook containing adaptor protein"
"12020","SETD3","84193","SET domain containing 3, actin histidine methyltransferase"
"12021","ST7L","54879","suppression of tumorigenicity 7 like"
"12022","DIO1","1733","iodothyronine deiodinase 1"
"12023","TUBD1","51174","tubulin delta 1"
"12024","CD24","100133941","CD24 molecule"
"12025","LIN9","286826","lin-9 DREAM MuvB core complex component"
"12026","GHR","2690","growth hormone receptor"
"12027","RBPMS-AS1","100128750","RBPMS antisense RNA 1"
"12028","NKX1-2","390010","NK1 homeobox 2"
"12029","CEP162","22832","centrosomal protein 162"
"12030","ZNF878","729747","zinc finger protein 878"
"12031","LINC00526","147525","long intergenic non-protein coding RNA 526"
"12032","LOC100507283","100507283","uncharacterized LOC100507283"
"12033","RSPH4A","345895","radial spoke head component 4A"
"12034","NXF1","10482","nuclear RNA export factor 1"
"12035","FAM169A","26049","family with sequence similarity 169 member A"
"12036","ADAM12","8038","ADAM metallopeptidase domain 12"
"12037","MBLAC1","255374","metallo-beta-lactamase domain containing 1"
"12038","KLK10","5655","kallikrein related peptidase 10"
"12039","C4BPB","725","complement component 4 binding protein beta"
"12040","MOB2","81532","MOB kinase activator 2"
"12041","PADI2","11240","peptidyl arginine deiminase 2"
"12042","RNF141","50862","ring finger protein 141"
"12043","TOR1A","1861","torsin family 1 member A"
"12044","HJURP","55355","Holliday junction recognition protein"
"12045","MASP1","5648","mannan binding lectin serine peptidase 1"
"12046","INPPL1","3636","inositol polyphosphate phosphatase like 1"
"12047","ZNF830","91603","zinc finger protein 830"
"12048","ORC1","4998","origin recognition complex subunit 1"
"12049","SLC16A9","220963","solute carrier family 16 member 9"
"12050","TAS2R19","259294","taste 2 receptor member 19"
"12051","PIGN","23556","phosphatidylinositol glycan anchor biosynthesis class N"
"12052","FAM86DP","692099","family with sequence similarity 86 member D, pseudogene"
"12053","NDUFAF4P1","100306975","NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 1"
"12054","LOC100335030","100335030","FGFR1 oncogene partner 2 pseudogene"
"12055","PPM1J","333926","protein phosphatase, Mg2+/Mn2+ dependent 1J"
"12056","HMGN1","3150","high mobility group nucleosome binding domain 1"
"12057","VWA3B","200403","von Willebrand factor A domain containing 3B"
"12058","LSM14A","26065","LSM14A mRNA processing body assembly factor"
"12059","PPP4R1L","55370","protein phosphatase 4 regulatory subunit 1 like (pseudogene)"
"12060","FAM118A","55007","family with sequence similarity 118 member A"
"12061","LOC101929057","101929057","uncharacterized LOC101929057"
"12062","NDUFA4L2","56901","NDUFA4 mitochondrial complex associated like 2"
"12063","PCYT1B","9468","phosphate cytidylyltransferase 1, choline, beta"
"12064","PRKD2","25865","protein kinase D2"
"12065","SLC16A12","387700","solute carrier family 16 member 12"
"12066","PAWR","5074","pro-apoptotic WT1 regulator"
"12067","DOK1","1796","docking protein 1"
"12068","BEGAIN","57596","brain enriched guanylate kinase associated"
"12069","RB1","5925","RB transcriptional corepressor 1"
"12070","IQGAP2","10788","IQ motif containing GTPase activating protein 2"
"12071","DIS3L2","129563","DIS3 like 3'-5' exoribonuclease 2"
"12072","LOC100289495","100289495","uncharacterized LOC100289495"
"12073","NUDT17","200035","nudix hydrolase 17"
"12074","SWT1","54823","SWT1 RNA endoribonuclease homolog"
"12075","PGLS","25796","6-phosphogluconolactonase"
"12076","PES1","23481","pescadillo ribosomal biogenesis factor 1"
"12077","FAM20C","56975","FAM20C golgi associated secretory pathway kinase"
"12078","SNX29","92017","sorting nexin 29"
"12079","PLS3","5358","plastin 3"
"12080","CASP2","835","caspase 2"
"12081","ZER1","10444","zyg-11 related cell cycle regulator"
"12082","SH3BGR","6450","SH3 domain binding glutamate rich protein"
"12083","RPS3","6188","ribosomal protein S3"
"12084","SOX9","6662","SRY-box 9"
"12085","FAR2","55711","fatty acyl-CoA reductase 2"
"12086","PLK1","5347","polo like kinase 1"
"12087","KDM6A","7403","lysine demethylase 6A"
"12088","ACOT8","10005","acyl-CoA thioesterase 8"
"12089","IMPG2","50939","interphotoreceptor matrix proteoglycan 2"
"12090","CLMN","79789","calmin"
"12091","EID3","493861","EP300 interacting inhibitor of differentiation 3"
"12092","CEP70","80321","centrosomal protein 70"
"12093","CCDC148","130940","coiled-coil domain containing 148"
"12094","GDF11","10220","growth differentiation factor 11"
"12095","FAM71E1","112703","family with sequence similarity 71 member E1"
"12096","SUZ12","23512","SUZ12 polycomb repressive complex 2 subunit"
"12097","HDAC4","9759","histone deacetylase 4"
"12098","ABR","29","ABR activator of RhoGEF and GTPase"
"12099","CEP164","22897","centrosomal protein 164"
"12100","TRIM11","81559","tripartite motif containing 11"
"12101","MTF1","4520","metal regulatory transcription factor 1"
"12102","ZNF334","55713","zinc finger protein 334"
"12103","STK38L","23012","serine/threonine kinase 38 like"
"12104","NUDT7","283927","nudix hydrolase 7"
"12105","SDHAP3","728609","succinate dehydrogenase complex flavoprotein subunit A pseudogene 3"
"12106","ARMC1","55156","armadillo repeat containing 1"
"12107","CYP24A1","1591","cytochrome P450 family 24 subfamily A member 1"
"12108","WDR1","9948","WD repeat domain 1"
"12109","TMEM184C","55751","transmembrane protein 184C"
"12110","RBBP7","5931","RB binding protein 7, chromatin remodeling factor"
"12111","LOC389247","389247","uncharacterized LOC389247"
"12112","MLKL","197259","mixed lineage kinase domain like pseudokinase"
"12113","HSD17B10","3028","hydroxysteroid 17-beta dehydrogenase 10"
"12114","CEP120","153241","centrosomal protein 120"
"12115","RPS18P9","645958","ribosomal protein S18 pseudogene 9"
"12116","FDPS","2224","farnesyl diphosphate synthase"
"12117","SMIM19","114926","small integral membrane protein 19"
"12118","ANKRD40","91369","ankyrin repeat domain 40"
"12119","NFKB2","4791","nuclear factor kappa B subunit 2"
"12120","PEX2","5828","peroxisomal biogenesis factor 2"
"12121","UBXN7","26043","UBX domain protein 7"
"12122","LPAR5","57121","lysophosphatidic acid receptor 5"
"12123","TMEM256","254863","transmembrane protein 256"
"12124","SNORD4A","26773","small nucleolar RNA, C/D box 4A"
"12125","CEP85L","387119","centrosomal protein 85 like"
"12126","NRAS","4893","NRAS proto-oncogene, GTPase"
"12127","RPS6KA2","6196","ribosomal protein S6 kinase A2"
"12128","PUSL1","126789","pseudouridine synthase like 1"
"12129","RBPMS2","348093","RNA binding protein, mRNA processing factor 2"
"12130","ORAI1","84876","ORAI calcium release-activated calcium modulator 1"
"12131","LINC01126","100129726","long intergenic non-protein coding RNA 1126"
"12132","ZNF682","91120","zinc finger protein 682"
"12133","HCLS1","3059","hematopoietic cell-specific Lyn substrate 1"
"12134","ZC3H15","55854","zinc finger CCCH-type containing 15"
"12135","MIR423","494335","microRNA 423"
"12136","MAN2B2","23324","mannosidase alpha class 2B member 2"
"12137","NOC4L","79050","nucleolar complex associated 4 homolog"
"12138","EFS","10278","embryonal Fyn-associated substrate"
"12139","DNAJC16","23341","DnaJ heat shock protein family (Hsp40) member C16"
"12140","USO1","8615","USO1 vesicle transport factor"
"12141","TREX2","11219","three prime repair exonuclease 2"
"12142","WNT9A","7483","Wnt family member 9A"
"12143","ZNF264","9422","zinc finger protein 264"
"12144","LOC100507006","100507006","uncharacterized LOC100507006"
"12145","TTF2","8458","transcription termination factor 2"
"12146","ZCCHC3","85364","zinc finger CCHC-type containing 3"
"12147","LRRC8A","56262","leucine rich repeat containing 8 VRAC subunit A"
"12148","MIR1281","100302237","microRNA 1281"
"12149","CES3","23491","carboxylesterase 3"
"12150","KLF9","687","Kruppel like factor 9"
